topic,lesson,chin_simple,chin_traditional,pinyin,english
"Sports 1
","Lesson - 1
",游泳,NA,yóu yǒng,swimming / to swim
"Sports 1
","Lesson - 1
",跑步,NA,pǎo bù,to run / to jog / (military) to march at the double
"Sports 1
","Lesson - 2
",踢,NA,tī,to kick / to play (e.g. soccer) / (slang) butch (in a lesbian relationship)
"Sports 1
","Lesson - 2
",足球,NA,zú qiú,soccer ball / a football / CL: 個｜个 / soccer / football
"Sports 1
","Lesson - 2
",打,NA,"dá 

dǎ","dozen (loanword)

to beat / to strike / to hit / to break / to type / to mix up / to build / to fight / to fetch / to make / to tie up / to issue / to shoot / to calculate / to play (a game) / since / from"
"Sports 1
","Lesson - 2
",篮球,籃球,lán qiú,"basketball / CL: 個｜个, 隻｜只"
"Sports 1
","Lesson - 2
",足,NA,"jù 

zú","excessive

foot / to be sufficient / ample"
"Sports 1
","Lesson - 2
",篮,籃,lán,basket (receptacle) / basket (in basketball)
"Sports 1
","Lesson - 2
",球,NA,qiú,ball / sphere / globe / CL: 個｜个 / ball game / match / CL: 場｜场
"Sports 1
","Lesson - 3
",运动,運動,yùn dòng,to move / to exercise / sports / exercise / motion / movement / campaign / CL: 場｜场
"Sports 1
","Lesson - 3
",马,馬,"Mǎ 

mǎ","surname Ma / abbr. for Malaysia 馬來西亞｜马来西亚

horse / CL: 匹 / horse or cavalry piece in Chinese chess / knight in Western chess"
"Sports 1
","Lesson - 3
",骑,騎,"jì 

qí","(Taiwan) saddle horse / mounted soldier

to ride (an animal or bike) / to sit astride / classifier for saddle-horses"
"Sports 1
","Lesson - 3
",运,運,yùn,to move / to transport / to use / to apply / fortune / luck / fate
"Sports 1
","Lesson - 3
",动,動,dòng,"(of sth) to move / to set in movement / to displace / to touch / to make use of / to stir (emotions) / to alter / abbr. for 動詞｜动词, verb"
"Invitiation 1
","Lesson - 1
",吧,NA,"bā 

ba","bar (loanword) (serving drinks, or providing Internet access etc) / to puff (on a pipe etc) / (onom.) bang / abbr. for 貼吧｜贴吧

(modal particle indicating suggestion or surmise) / ...right? / ...OK? / ...I presume."
"Invitiation 1
","Lesson - 1
",出去,NA,chū qù,to go out
"Invitiation 1
","Lesson - 1
",时间,時間,shí jiān,time / period / CL: 段
"Invitiation 1
","Lesson - 2
",时候,時候,shí hou,time / length of time / moment / period
"Invitiation 1
","Lesson - 2
",空,NA,"kōng 

kòng","empty / air / sky / in vain

to empty / vacant / unoccupied / space / leisure / free time"
"Invitiation 1
","Lesson - 2
",请,請,qǐng,to ask / to invite / please (do sth) / to treat (to a meal etc) / to request
"Invitiation 1
","Lesson - 2
",来,來,lái,to come / to arrive / to come round / ever since / next
"Invitiation 1
","Lesson - 2
",候,NA,hòu,to wait / to inquire after / to watch / season / climate / (old) period of five days
"Invitiation 1
","Lesson - 3
",过,過,"Guò 

guò 

guo","surname Guo

to cross / to go over / to pass (time) / to celebrate (a holiday) / to live / to get along / excessively / too-

(experienced action marker)"
"Invitiation 1
","Lesson - 3
",一起,NA,yī qǐ,in the same place / together / with / altogether (in total)
"Invitiation 1
","Lesson - 3
",家,傢,"jiā 

Jiā 

jiā","see 傢伙｜家伙

surname Jia

home / family / (polite) my (sister, uncle etc) / classifier for families or businesses / refers to the philosophical schools of pre-Han China / noun suffix for a specialist in some activity, such as a musician or revolutionary, corresponding to English -ist, -er, -ary or -ian / CL: 個｜个"
"Invitiation 1
","Lesson - 3
",不好意思,NA,bù hǎo yì si,to feel embarrassed / to find it embarrassing / to be sorry (for inconveniencing sb)
"Invitiation 1
","Lesson - 4
",给,給,"gěi 

jǐ","to / for / for the benefit of / to give / to allow / to do sth (for sb) / (grammatical equivalent of 被) / (grammatical equivalent of 把) / (sentence intensifier)

to supply / to provide"
"Invitiation 1
","Lesson - 4
",告诉,告訴,"gào sù 

gào su","to press charges / to file a complaint

to tell / to inform / to let know"
"Invitiation 1
","Lesson - 4
",告,NA,gào,to say / to tell / to announce / to report / to denounce / to file a lawsuit / to sue
"Invitiation 1
","Lesson - 4
",诉,訴,sù,to complain / to sue / to tell
"Invitiation 1
","Lesson - 4
",约会,約會,yuē huì,"appointment / engagement / date / CL: 次, 個｜个 / to arrange to meet"
"Invitiation 1
","Lesson - 4
",浪漫,NA,làng màn,romantic
"Invitiation 1
","Lesson - 4
",浪,NA,làng,wave / breaker / unrestrained / dissipated
"Invitiation 1
","Lesson - 4
",漫,NA,màn,free / unrestrained / to inundate
"Health 2
","Lesson - 1
",该,該,gāi,should / ought to / probably / must be / to deserve / to owe / to be sb's turn to do sth / that / the above-mentioned
"Health 2
","Lesson - 1
",病,NA,bìng,illness / CL: 場｜场 / disease / to fall ill / defect
"Health 2
","Lesson - 1
",舒,NA,"Shū 

shū","surname Shu

to stretch / to unfold / to relax / leisurely"
"Health 2
","Lesson - 1
",应,應,"Yìng 

yīng 

yìng","surname Ying

to agree (to do sth) / should / ought to / must / (legal) shall

to answer / to respond / to comply with / to deal or cope with"
"Health 2
","Lesson - 1
",生病,NA,shēng bìng,to fall ill
"Health 2
","Lesson - 1
",应该,應該,yīng gāi,ought to / should / must
"Health 2
","Lesson - 1
",舒服,NA,shū fu,comfortable / feeling well
"Health 2
","Lesson - 1
",了,NA,"le 

liǎo 

liǎo","(modal particle intensifying preceding clause) / (completed action marker)

to finish / to achieve / variant of 瞭｜了 / to understand clearly

(of eyes) bright / clear-sighted / to understand clearly"
"Health 2
","Lesson - 2
",疼,NA,téng,(it) hurts / sore / to love dearly
"Health 2
","Lesson - 2
",头,頭,"tóu 

tou","head / hair style / the top / end / beginning or end / a stub / remnant / chief / boss / side / aspect / first / leading / classifier for pigs or livestock / CL: 個｜个

suffix for nouns"
"Health 2
","Lesson - 2
",休息,NA,xiū xi,rest / to rest
"Health 2
","Lesson - 2
",休,NA,"Xiū 

xiū","surname Xiu

to rest / to stop doing sth for a period of time / to cease / (imperative) don't"
"Health 2
","Lesson - 2
",息,NA,xī,breath / news / interest (on an investment or loan) / to cease / to stop / to rest / Taiwan pr. [xi2]
"Health 2
","Lesson - 2
",肚子,NA,dù zi,belly / abdomen / stomach / CL: 個｜个
"Health 2
","Lesson - 2
",肚,NA,"dǔ 

dù","tripe

belly"
"Health 2
","Lesson - 3
",药,葯,"yào 

yào","leaf of the iris / variant of 藥｜药

medicine / drug / substance used for a specific purpose (e.g. poisoning, explosion, fermenting) / CL: 種｜种, 服, 味 / to poison"
"Health 2
","Lesson - 3
",一定,NA,yī dìng,surely / certainly / necessarily / fixed / a certain (extent etc) / given / particular / must
"Health 2
","Lesson - 3
",感冒,NA,gǎn mào,"to catch cold / (common) cold / CL: 場｜场, 次 / (coll.) to be interested in (often used in the negative) / (Tw) to detest / can't stand"
"Health 2
","Lesson - 3
",感,NA,gǎn,to feel / to move / to touch / to affect / feeling / emotion / (suffix) sense of ~
"Health 2
","Lesson - 3
",定,NA,dìng,to set / to fix / to determine / to decide / to order
"Health 2
","Lesson - 3
",冒,NA,"Mào 

mào","surname Mao

to emit / to give off / to send out (or up, forth) / to brave / to face / reckless / to falsely adopt (sb's identity etc) / to feign / (literary) to cover"
"Health 2
","Lesson - 3
",留,NA,liú,to leave (a message etc) / to retain / to stay / to remain / to keep / to preserve
"Health 2
","Lesson - 4
",请假,請假,qǐng jià,to request leave of absence
"Health 2
","Lesson - 4
",发烧,發燒,fā shāo,to have a high temperature (from illness) / to have a fever
"Health 2
","Lesson - 4
",别,別,"Bié 

bié 

biè","surname Bie

to leave / to depart / to separate / to distinguish / to classify / other / another / don't ...! / to pin / to stick (sth) in

to make sb change their ways, opinions etc"
"Health 2
","Lesson - 4
",发,發,"fā 

fà","to send out / to show (one's feeling) / to issue / to develop / to make a bundle of money / classifier for gunshots (rounds)

hair / Taiwan pr. [fa3]"
"Health 2
","Lesson - 4
",假,NA,"jiǎ 

jià","fake / false / artificial / to borrow / if / suppose

vacation"
"Health 2
","Lesson - 4
",烧,燒,shāo,"to burn / to cook / to stew / to bake / to roast / to heat / to boil (tea, water etc) / fever / to run a temperature / (coll.) to let things go to one's head"
"Invitation 2
","Lesson - 1
",派,NA,pài,clique / school / group / faction / to dispatch / to send / to assign / to appoint / pi (Greek letter Ππ) / the circular ratio pi = 3.1415926 / (loanword) pie
"Invitation 2
","Lesson - 1
",能,NA,"Néng 

néng","surname Neng

can / to be able to / might possibly / ability / (physics) energy"
"Invitation 2
","Lesson - 1
",生日,NA,shēng rì,birthday / CL: 個｜个
"Invitation 2
","Lesson - 1
",派对,派對,pài duì,party (loanword)
"Invitation 2
","Lesson - 1
",打扮,NA,dǎ ban,to decorate / to dress / to make up / to adorn / manner of dressing / style of dress
"Invitation 2
","Lesson - 1
",扮,NA,bàn,to disguise oneself as / to dress up / to play (a role) / to put on (an expression)
"Invitation 2
","Lesson - 2
",希望,NA,xī wàng,to wish for / to desire / hope / CL: 個｜个
"Invitation 2
","Lesson - 2
",跟,NA,gēn,heel / to follow closely / to go with / (of a woman) to marry sb / with / compared with / to / towards / and (joining two nouns)
"Invitation 2
","Lesson - 2
",希,NA,xī,to hope / to admire / variant of 稀
"Invitation 2
","Lesson - 2
",望,NA,"wàng 

wàng","full moon / to hope / to expect / to visit / to gaze (into the distance) / to look towards / towards

15th day of month (lunar calendar) / old variant of 望"
"Invitation 2
","Lesson - 3
",大家,NA,dà jiā,everyone / influential family / great expert
"Invitation 2
","Lesson - 3
",公司,NA,gōng sī,(business) company / company / firm / corporation / incorporated / CL: 家
"Invitation 2
","Lesson - 3
",正在,NA,zhèng zài,just at (that time) / right in (that place) / right in the middle of (doing sth)
"Invitation 2
","Lesson - 3
",正,NA,"zhēng 

zhèng","first month of the lunar year

straight / upright / proper / main / principal / to correct / to rectify / exactly / just (at that time) / right (in that place) / (math.) positive"
"Invitation 2
","Lesson - 3
",司,NA,"Sī 

sī","surname Si

to take charge of / to manage / department (under a ministry)"
"Invitation 2
","Lesson - 4
",事情,NA,shì qing,"affair / matter / thing / business / CL: 件, 樁｜桩"
"Invitation 2
","Lesson - 4
",才,NA,"cái 

cái","ability / talent / sb of a certain type / a capable individual / only / only then / just now

a moment ago / just now / (indicating sth happening later than expected) / (preceded by a clause of condition or reason) not until / (followed by a numerical clause) only"
"Invitation 2
","Lesson - 4
",多,NA,duō,"many / much / often / a lot of / numerous / more / in excess / how (to what extent) / multi- / Taiwan pr. [duo2] when it means ""how"""
"Invitation 2
","Lesson - 4
",事,NA,shì,"matter / thing / item / work / affair / CL: 件, 樁｜桩, 回"
"Invitation 2
","Lesson - 4
",情,NA,qíng,feeling / emotion / passion / situation
"Dining 3
","Lesson - 1
",费,費,"Fèi 

fèi","surname Fei

to cost / to spend / fee / wasteful / expenses"
"Dining 3
","Lesson - 1
",完,NA,wán,to finish / to be over / whole / complete / entire
"Dining 3
","Lesson - 1
",经,經,"Jīng 

jīng","surname Jing

classics / sacred book / scripture / to pass through / to undergo / to bear / to endure / warp (textile) / longitude / menstruation / channel (TCM) / abbr. for economics 經濟｜经济"
"Dining 3
","Lesson - 1
",已,NA,yǐ,already / to stop / then / afterwards
"Dining 3
","Lesson - 1
",已经,已經,yǐ jīng,already
"Dining 3
","Lesson - 1
",请,請,qǐng,to ask / to invite / please (do sth) / to treat (to a meal etc) / to request
"Dining 3
","Lesson - 1
",小费,小費,xiǎo fèi,tip / gratuity
"Dining 3
","Lesson - 2
",饱,飽,bǎo,to eat till full / satisfied
"Dining 3
","Lesson - 2
",好吃,NA,"hǎo chī 

hào chī","tasty / delicious

to be fond of eating / to be gluttonous"
"Dining 3
","Lesson - 2
",真,NA,zhēn,really / truly / indeed / real / true / genuine
"Dining 3
","Lesson - 3
",饿,餓,è,to be hungry / hungry / to starve (sb)
"Dining 3
","Lesson - 3
",少,NA,"shǎo 

shào","few / less / to lack / to be missing / to stop (doing sth) / seldom

young"
"Dining 3
","Lesson - 3
",好喝,NA,hǎo hē,tasty (drinks)
"Dining 3
","Lesson - 3
",渴,NA,kě,thirsty
"Dining 3
","Lesson - 3
",酒,NA,jiǔ,"wine (esp. rice wine) / liquor / spirits / alcoholic beverage / CL: 杯, 瓶, 罐, 桶, 缸"
"Dining 3
","Lesson - 4
",巧克力,NA,qiǎo kè lì,chocolate (loanword) / CL: 塊｜块
"Dining 3
","Lesson - 4
",味道,NA,wèi dao,flavor / smell / hint of
"Dining 3
","Lesson - 4
",甜点,甜點,tián diǎn,dessert
"Dining 3
","Lesson - 4
",甜,NA,tián,sweet
"Dining 3
","Lesson - 4
",巧,NA,qiǎo,opportunely / coincidentally / as it happens / skillful / timely
"Dining 3
","Lesson - 4
",克,NA,"kè 

Kè 

kēi","to be able to / to subdue / to restrain / to overcome / gram / Tibetan unit of land area, about 6 ares

Ke (c. 2000 BC), seventh of the legendary Flame Emperors, 炎帝 descended from Shennong 神農｜神农 Farmer God

to scold / to beat"
"Dining 3
","Lesson - 4
",力,NA,"Lì 

lì","surname Li

power / force / strength / ability / strenuously"
"Shopping 2
","Lesson - 1
",试,試,shì,to test / to try / experiment / examination / test
"Shopping 2
","Lesson - 1
",蓝,藍,"Lán 

lán","surname Lan

blue / indigo plant"
"Shopping 2
","Lesson - 1
",条,條,tiáo,"strip / item / article / clause (of law or treaty) / classifier for long thin things (ribbon, river, road, trousers etc)"
"Shopping 2
","Lesson - 1
",裙,NA,qún,skirt / CL: 條｜条
"Shopping 2
","Lesson - 1
",裙子,NA,qún zi,skirt / CL: 條｜条
"Shopping 2
","Lesson - 2
",双,雙,"Shuāng 

shuāng","surname Shuang

two / double / pair / both / even (number)"
"Shopping 2
","Lesson - 2
",还,還,"Huán 

hái 

huán","surname Huan

still / still in progress / still more / yet / even more / in addition / fairly / passably (good) / as early as / even / also / else

to pay back / to return"
"Shopping 2
","Lesson - 2
",鞋子,NA,xié zi,shoe
"Shopping 2
","Lesson - 2
",意大利,NA,Yì dà lì,Italy / Italian
"Shopping 2
","Lesson - 2
",色,NA,"sè 

shǎi","color / CL: 種｜种 / look / appearance / sex

color / dice"
"Shopping 2
","Lesson - 2
",鞋,NA,xié,"shoe / CL: 雙｜双, 隻｜只"
"Shopping 2
","Lesson - 2
",利,NA,"Lì 

lì","surname Li

sharp / favorable / advantage / benefit / profit / interest / to do good to / to benefit"
"Shopping 2
","Lesson - 3
",小,NA,xiǎo,small / tiny / few / young
"Shopping 2
","Lesson - 3
",比,NA,"Bǐ 

bǐ 

bì","Belgium / Belgian / abbr. for 比利時｜比利时

(particle used for comparison and ""-er than"") / to compare / to contrast / to gesture (with hands) / ratio

to associate with / to be near"
"Shopping 2
","Lesson - 3
",衬衫,襯衫,chèn shān,shirt / blouse / CL: 件
"Shopping 2
","Lesson - 3
",衬,襯,chèn,(of garments) against the skin / to line / lining / to contrast with / to assist financially
"Shopping 2
","Lesson - 3
",衫,NA,shān,garment / jacket with open slits in place of sleeves
"Shopping 2
","Lesson - 4
",大,NA,"dà 

dài","big / huge / large / major / great / wide / deep / older (than) / oldest / eldest / greatly / very much / (dialect) father / father's elder or younger brother

see 大夫"
"Shopping 2
","Lesson - 4
",裤子,褲子,kù zi,trousers / pants / CL: 條｜条
"Shopping 2
","Lesson - 4
",好看,NA,hǎo kàn,"good-looking / nice-looking / good (of a movie, book, TV show etc) / embarrassed / humiliated"
"Shopping 2
","Lesson - 4
",裤,褲,kù,underpants / trousers / pants
